high,medium,low
0.0033806174,0.030488934,0.96613044
0.2422913,0.395786,0.3619227
0.015078176,0.25811005,0.72681177
0.013293708,0.2554038,0.7313025
0.1949656,0.5706416,0.23439287
0.010670632,0.19012715,0.7992022
0.04017364,0.17936234,0.78046405
0.020364946,0.056863945,0.92277116
0.00063276896,0.014466135,0.984901
0.086172365,0.36870733,0.5451203
0.014054854,0.07397371,0.91197145
0.00805185,0.062716216,0.92923194
0.1401085,0.41229454,0.44759697
0.019812994,0.24464414,0.7355429
0.014801257,0.17190588,0.8132928
0.05186227,0.35812813,0.59000957
0.13539337,0.44628185,0.41832477
0.009030425,0.045861285,0.94510823
0.0010960276,0.0008684857,0.9980355
0.00043883806,0.058271736,0.9412895
0.11158818,0.39774424,0.49066758
0.0030991812,0.023883574,0.9730172
0.2535326,0.5971389,0.14932849
0.097894356,0.33247402,0.56963164
0.04475572,0.3852019,0.5700424
0.11687109,0.39404428,0.48908466
0.00075371214,0.021268155,0.9779781
0.0003141564,0.010107373,0.9895784
0.017046582,0.117650434,0.865303
0.15009616,0.35032448,0.49957937
0.015855117,0.069652945,0.91449195
0.14469695,0.7136042,0.14169887
0.0031769027,0.028731966,0.9680911
0.029530542,0.19137375,0.77909577
0.124847166,0.55469364,0.32045922
0.0008936763,0.011428992,0.9876773
0.01007944,0.17588946,0.8140311
0.1003504,0.30533713,0.5943124
0.043838315,0.28710082,0.6690608
0.16191837,0.38180304,0.4562786
0.037618876,0.23595183,0.7264293
0.021438597,0.1466908,0.8318706
0.054402713,0.4574164,0.4881809
0.13887227,0.43606815,0.42505962
0.026472928,0.112206325,0.8613208
0.0033991174,0.053421173,0.94317967
0.1691698,0.3721149,0.45871532
0.009670847,0.15664436,0.8336848
0.01898731,0.13249773,0.848515
0.00038896792,0.011781569,0.98782945
0.004086301,0.04012099,0.95579267
0.11875942,0.24184941,0.6393912
0.30313852,0.49064404,0.20621744
0.09561247,0.301726,0.6026615
0.0024774673,0.038208626,0.95931387
0.037639298,0.34574708,0.61661357
0.08530468,0.34014028,0.57455504
0.21523066,0.51317227,0.27159706
0.01545,0.32414958,0.6604004
0.20021522,0.51288104,0.28690374
0.009766427,0.078248404,0.91198516
0.029193597,0.29593635,0.67487
0.0018815064,0.017093204,0.9810253
0.12488204,0.38636762,0.48875034
0.38062516,0.44583872,0.17353617
0.00041511582,0.021469537,0.9781154
0.031008687,0.1983069,0.77068436
0.043085765,0.31509212,0.64182204
0.10814351,0.57813054,0.31372592
0.08281306,0.4457424,0.4714445
0.029512271,0.18135507,0.78913265
0.0023574368,0.03655186,0.9610907
0.021662666,0.21131586,0.7670215
0.0050107664,0.07158527,0.923404
0.43517733,0.40093333,0.16388929
0.064670935,0.6089973,0.3263318
0.12449829,0.4489548,0.4265469
0.2624213,0.5425013,0.19507745
0.002897332,0.02619438,0.9709083
0.003110874,0.059968315,0.9369208
0.07592136,0.33147448,0.59260416
0.01555514,0.51254284,0.471902
0.11216753,0.47317478,0.4146577
0.057989433,0.23364775,0.7083628
0.0818517,0.38645416,0.5316941
0.025736403,0.22857243,0.7456912
0.07019592,0.3975542,0.53224987
0.0007108934,0.0062806616,0.9930085
0.0041729202,0.03200255,0.9638245
0.0061500557,0.025630036,0.96821994
0.1065841,0.5332896,0.3601263
0.0047315564,0.03496974,0.9602987
0.07594662,0.5553775,0.36867586
0.040618442,0.3409573,0.6184243
0.26926994,0.49965918,0.23107088
0.1918898,0.43131024,0.37679997
0.026500504,0.39984986,0.57364964
0.02396574,0.34508336,0.6309509
0.029877815,0.1924626,0.7776596
0.003155038,0.032544263,0.9643007
0.023255853,0.15971553,0.81702864
0.11857985,0.37994486,0.5014753
0.0030440632,0.033276916,0.963679
0.04957303,0.28306478,0.6673622
0.00071923155,0.01690072,0.98238003
0.026379624,0.1895755,0.78404486
0.013992415,0.12784211,0.8581655
0.0006403909,0.014242851,0.9851167
0.0023476654,0.029919704,0.9677326
0.14121857,0.48967955,0.36910194
0.1635769,0.5123546,0.3240685
0.015936805,0.25490093,0.7291623
0.011603369,0.18823619,0.8001604
0.0067824647,0.051017564,0.94219995
0.0030252053,0.01252045,0.98445433
0.012923929,0.1411712,0.8459049
0.05662097,0.15420265,0.7891764
0.03376396,0.28543445,0.6808016
0.06620705,0.20750147,0.7262915
0.20521554,0.29597643,0.49880803
0.40482965,0.43476072,0.16040964
0.124796204,0.21300386,0.6622
0.09143099,0.36664903,0.54191995
0.112406276,0.46531832,0.42227536
0.1855148,0.5273321,0.2871531
0.014418421,0.10292926,0.88265234
0.08188677,0.42193386,0.49617943
0.34271872,0.3881078,0.26917347
0.06998242,0.2179192,0.71209836
0.08355954,0.40124765,0.5151928
0.11619334,0.4198666,0.46394005
0.042284932,0.33029652,0.6274186
0.12444306,0.47809565,0.39746124
0.00010998147,0.0018741622,0.9980159
0.010309513,0.14155512,0.84813535
0.15221898,0.4995248,0.3482562
0.00074641564,0.0134735275,0.98578006
0.0011153672,0.013142112,0.98574257
0.08029151,0.5248592,0.39484933
0.0045661842,0.058740944,0.93669283
0.32882336,0.5388923,0.13228434
0.15125653,0.30738544,0.54135805
0.0022852786,0.07855619,0.9191586
0.0016930819,0.0079184845,0.99038845
0.025532184,0.21280092,0.7616669
0.016742997,0.07357305,0.909684
0.027661176,0.23434828,0.73799056
0.121821985,0.44442585,0.43375215
0.0015235613,0.035999365,0.962477
0.002180953,0.06013685,0.9376822
0.4796239,0.32084197,0.19953412
0.29512438,0.4829448,0.22193085
0.019842347,0.1763275,0.80383015
0.09735559,0.41618827,0.4864562
0.018788299,0.21448278,0.76672894
0.09287544,0.24131526,0.6658093
0.08297392,0.37697142,0.5400547
0.006295922,0.047509998,0.9461941
0.017285042,0.25847852,0.7242365
0.047249906,0.31880978,0.63394034
0.07231965,0.31309608,0.61458427
0.04727932,0.3838944,0.56882626
0.25743398,0.5236716,0.21889439
0.04415994,0.08659905,0.86924106
0.075654835,0.2623099,0.6620352
0.045753844,0.3214638,0.63278234
0.0078137405,0.13927115,0.8529151
0.1731637,0.5993107,0.22752562
0.0002219721,0.0031252569,0.9966528
0.013909266,0.21732545,0.7687653
0.35807595,0.4833004,0.15862371
0.15827109,0.4114504,0.4302785
0.066280715,0.4498381,0.4838812
0.0022924608,0.054250486,0.94345707
0.0064586555,0.03538486,0.95815647
0.00471966,0.02452857,0.9707518
0.13953416,0.35141486,0.509051
0.08297874,0.4592899,0.4577314
0.057222217,0.3300497,0.6127281
0.07421708,0.39707312,0.52870977
0.00980854,0.16540462,0.8247868
0.012136403,0.056386754,0.9314768
0.0048766886,0.021801447,0.9733219
0.0037947574,0.027654905,0.9685504
0.11680477,0.65585977,0.22733542
0.118584715,0.36987993,0.51153535
0.019032564,0.07219773,0.9087697
0.02254457,0.17041278,0.80704266
0.018051414,0.14475325,0.8371954
0.0035217397,0.029194558,0.96728367
0.009855621,0.11123179,0.87891257
0.058102664,0.48739773,0.4544996
0.06423,0.36757502,0.5681949
0.0019659519,0.027978342,0.9700557
0.045207735,0.1332982,0.8214941
0.05483943,0.47743776,0.46772283
0.07741492,0.3793245,0.5432606
0.015404369,0.17522565,0.80937004
0.0433084,0.32669866,0.62999296
0.43379962,0.35398206,0.21221836
0.014043309,0.13811512,0.84784156
0.0017640084,0.026676632,0.9715594
0.062131453,0.30815762,0.6297109
0.0018059481,0.021927163,0.97626686
0.0540886,0.3120512,0.63386023
0.17853251,0.4842385,0.33722898
0.0032248122,0.037743617,0.9590316
0.1053522,0.5055297,0.38911813
0.19087367,0.5843884,0.22473797
0.14490901,0.59634024,0.25875077
0.07660633,0.4283663,0.49502736
0.008901638,0.035892576,0.9552058
0.14161105,0.5398869,0.31850207
0.33818218,0.4201359,0.24168198
0.019634582,0.18358731,0.7967781
0.0700377,0.3199256,0.61003673
0.5812028,0.27775824,0.14103891
0.042171616,0.22190414,0.7359242
0.0015784489,0.016764527,0.981657
0.005630506,0.09361904,0.90075046
0.24256514,0.6354097,0.1220251
0.014247592,0.037164833,0.94858754
0.05881983,0.3675458,0.5736343
0.0051882253,0.06266893,0.93214285
0.04788602,0.31955084,0.6325632
0.024931964,0.20597206,0.769096
0.01287734,0.21101749,0.77610517
0.0039005831,0.0041399947,0.9919594
0.18676123,0.58678424,0.22645454
0.004145963,0.0593522,0.9365018
0.08007404,0.5084803,0.41144565
0.15596934,0.5113452,0.33268547
0.0706559,0.46204892,0.46729523
0.050419476,0.26726985,0.6823107
0.044894386,0.48983142,0.46527424
0.48925695,0.42646894,0.08427408
0.17331363,0.50446767,0.3222187
0.0020193735,0.038819313,0.9591613
0.0027544163,0.03864482,0.95860076
0.00026952618,0.0058254427,0.993905
0.030712733,0.25956133,0.709726
0.12948559,0.13273159,0.7377828
0.23605724,0.4106466,0.35329616
0.11049022,0.39679238,0.49271744
0.0039975783,0.029405333,0.9665971
0.03550688,0.101786494,0.8627066
0.0152190095,0.17748798,0.807293
0.03463525,0.19055617,0.7748085
0.24464336,0.52303255,0.23232414
0.08307611,0.37275124,0.54417264
0.0023237462,0.03849658,0.95917964
0.005656252,0.060347065,0.9339967
0.014405435,0.106685914,0.87890863
0.05795322,0.42047864,0.5215682
0.08261648,0.3056036,0.6117799
0.08397758,0.17862432,0.73739815
0.07007372,0.4209744,0.5089519
0.0021939534,0.026542572,0.9712634
0.008983203,0.07279902,0.9182178
0.19421415,0.4222431,0.38354272
0.015624574,0.64985144,0.334524
0.75995785,0.11067701,0.12936509
0.0029797975,0.0044118864,0.99260825
0.08241022,0.40395537,0.5136344
0.015096416,0.10291863,0.88198495
0.027526043,0.13091671,0.8415572
0.016528346,0.07135671,0.9121149
0.11606929,0.3361789,0.54775184
0.018894505,0.27768967,0.7034158
0.011737278,0.11813624,0.8701264
0.014261888,0.15084395,0.8348941
0.006452662,0.06528244,0.92826486
0.050547205,0.28755546,0.66189736
0.018311605,0.12915058,0.8525378
0.0017533503,0.024240717,0.974006
0.011111096,0.09424885,0.8946401
0.00035900268,0.0062180865,0.9934229
0.017571807,0.2322704,0.7501578
0.20159525,0.5844354,0.21396936
0.20719375,0.1854796,0.6073267
0.04647345,0.20411831,0.7494082
0.013274297,0.08277486,0.90395087
0.028696902,0.22094315,0.75035995
0.0037021427,0.04350143,0.9527964
0.03127337,0.18431744,0.78440917
0.0015180503,0.01865824,0.9798237
0.29373005,0.562359,0.143911
0.11250309,0.4540196,0.43347725
0.44005483,0.38913727,0.17080788
0.02455077,0.108843215,0.86660606
0.47237277,0.33414924,0.19347796
0.012777555,0.08517708,0.90204537
0.06750351,0.40902027,0.5234762
0.043585673,0.20042226,0.7559921
0.002782461,0.026495503,0.970722
0.00046132854,0.0019769107,0.9975618
0.0083749825,0.15395619,0.8376688
0.033659957,0.4088344,0.55750567
0.058529977,0.3132751,0.6281949
0.010596288,0.097600594,0.89180315
0.04239707,0.254851,0.70275193
0.014786968,0.08353279,0.90168023
0.062611684,0.40525627,0.532132
0.48384777,0.35807154,0.15808071
0.017416522,0.23812266,0.74446076
0.009911711,0.14395739,0.8461309
0.00030378584,0.013737519,0.98595876
0.012112495,0.17554833,0.8123391
0.017356208,0.12101309,0.8616307
0.12826519,0.58751225,0.28422257
0.08828657,0.3884649,0.52324855
0.003041863,0.042101413,0.9548567
0.093371965,0.35870194,0.54792607
0.00036917042,0.005711551,0.99391925
0.0010039783,0.015977427,0.98301864
0.061055653,0.38043627,0.5585081
0.001086146,0.01291378,0.9860001
0.07279815,0.49898574,0.4282161
0.0063863075,0.13389152,0.85972214
0.18896651,0.51358396,0.29744956
0.007627282,0.0306688,0.96170396
0.0100822635,0.07749927,0.91241854
0.016794095,0.27832195,0.704884
0.5397936,0.4037862,0.05642016
0.2164794,0.55508894,0.22843166
0.053756427,0.44768515,0.4985584
0.044967946,0.15735762,0.7976744
0.00052592764,0.011714777,0.9877593
0.095660165,0.12697631,0.7773635
0.5375082,0.38995242,0.07253932
0.027315507,0.19544365,0.7772408
0.003405823,0.048688043,0.94790614
0.0712815,0.47187176,0.4568467
0.017818788,0.08726177,0.89491946
0.0029669402,0.032614924,0.9644181
0.0029674163,0.030702025,0.9663305
0.019178262,0.2861159,0.6947058
0.043620434,0.19142081,0.76495874
0.08738808,0.31581348,0.5967985
0.05805497,0.38658738,0.5553577
0.3314008,0.5112703,0.15732887
0.03644146,0.32559586,0.6379627
0.0052871616,0.13997996,0.8547329
0.0023292713,0.035090175,0.9625805
0.30753514,0.46871462,0.22375031
0.057455983,0.22845614,0.71408784
0.05118809,0.3107781,0.6380338
0.100345574,0.57829535,0.32135913
0.20922934,0.5289732,0.26179737
0.0005088836,0.021186002,0.9783051
0.060467146,0.32626015,0.61327267
0.28645152,0.5448099,0.1687386
0.005634713,0.043755338,0.9506099
0.19799317,0.60806924,0.19393758
0.06422326,0.53606284,0.39971384
0.33452657,0.41914868,0.24632475
0.10093927,0.40109897,0.49796176
0.024182813,0.26606488,0.7097523
0.09453856,0.4235505,0.48191097
0.05919266,0.35044566,0.59036165
0.010323569,0.20066747,0.7890089
0.0049091196,0.08708114,0.9080097
0.026830254,0.135267,0.8379027
0.07160503,0.35354888,0.5748461
0.00040303127,0.011694942,0.98790205
0.028692394,0.3215463,0.6497613
0.0018783322,0.027027853,0.9710938
0.07396877,0.4585019,0.46752936
0.0018837581,0.040248457,0.95786786
0.015247841,0.07587693,0.9088753
0.08697277,0.48343986,0.4295873
0.04804109,0.2548478,0.69711107
0.01607032,0.07329342,0.91063625
0.0038072073,0.07249465,0.9236981
0.0006655732,0.016654111,0.98268026
0.004162945,0.052227724,0.94360936
0.01013826,0.14712134,0.84274036
0.007393326,0.12266617,0.86994046
0.76329887,0.11999985,0.116701275
0.0014630132,0.06033633,0.93820065
0.17090163,0.65403616,0.17506222
0.2910869,0.48815477,0.22075836
0.31071952,0.5674179,0.1218625
0.25023627,0.34207267,0.40769103
0.30215508,0.35854113,0.33930382
0.069892265,0.43723735,0.49287036
0.040114768,0.36262769,0.59725755
0.04553652,0.30929682,0.6451667
0.19911423,0.4162581,0.38462764
0.01545988,0.10834864,0.87619144
0.14892642,0.379504,0.4715696
0.10495664,0.29528528,0.599758
0.16085228,0.49402165,0.3451261
0.00067879335,0.019849144,0.97947204
0.0002623235,0.016677145,0.98306054
0.091015525,0.429565,0.47941944
0.000396914,0.010167914,0.98943514
0.0009508558,0.021373568,0.97767556
0.049375,0.29154092,0.659084
0.15536499,0.4359311,0.4087039
0.03307675,0.1987927,0.76813054
0.015957562,0.064917035,0.9191254
0.24575403,0.4525675,0.30167845
0.004472556,0.049568173,0.94595927
0.0028063587,0.021813195,0.9753804
0.23033398,0.1478696,0.6217964
0.5051323,0.40036416,0.09450349
0.08187241,0.3052502,0.61287737
0.09269082,0.36709812,0.5402111
0.02821765,0.118258126,0.85352415
0.02496248,0.23717655,0.737861
0.023057938,0.07579961,0.9011425
0.04629474,0.30217788,0.65152735
0.43784004,0.40635964,0.1558003
0.0022470206,0.041786447,0.95596653
0.0506736,0.18330355,0.7660228
0.022806937,0.24411157,0.7330815
0.6155466,0.2578335,0.12661992
0.1254641,0.5313403,0.34319562
0.00024989646,0.008621444,0.9911287
0.084882244,0.3273982,0.58771956
0.070935175,0.54327655,0.38578826
0.1466336,0.36297065,0.49039575
0.025700107,0.039691493,0.93460846
0.013163966,0.19299227,0.79384375
0.3271783,0.29946366,0.37335804
0.09641852,0.30358574,0.59999573
0.010596528,0.1263016,0.8631019
0.059504043,0.3463476,0.59414834
0.011637427,0.018282281,0.97008026
0.011488681,0.0064262277,0.98208505
0.0062303497,0.042371973,0.95139766
0.60442775,0.25670227,0.13886994
0.011688113,0.28977135,0.6985405
0.076122895,0.34010607,0.583771
0.02715517,0.23774083,0.735104
0.033623762,0.31820032,0.64817595
0.18410446,0.35953334,0.45636216
0.014644382,0.086473204,0.8988824
0.08710072,0.5205957,0.39230356
0.010145208,0.08153245,0.9083224
0.007064645,0.050499678,0.9424357
0.0005639611,0.015664438,0.9837716
0.1142896,0.58326626,0.30244413
0.16921099,0.24812026,0.5826687
0.009234671,0.15875237,0.832013
0.0024154452,0.03239554,0.965189
0.16939768,0.6087082,0.2218941
0.11514501,0.54881895,0.336036
0.0166821,0.24187316,0.74144477
0.026468521,0.27751133,0.6960202
0.02154131,0.25942394,0.71903473
0.01422719,0.15877949,0.8269933
0.008364877,0.07173196,0.91990316
0.032141976,0.32116616,0.6466919
0.027298037,0.2367081,0.7359938
0.0362733,0.26105452,0.7026722
0.0011669552,0.051854216,0.9469788
0.007351922,0.080165625,0.91248244
0.0030469634,0.031995248,0.96495783
0.22836722,0.5287671,0.2428657
0.093573734,0.46456656,0.44185966
0.008476374,0.08669048,0.9048332
0.010605898,0.132378,0.8570161
0.37351298,0.4748657,0.1516213
0.01970664,0.14668728,0.83360606
0.01937744,0.13105917,0.84956336
0.08510693,0.4928339,0.42205918
0.038486693,0.24344024,0.71807307
0.02678932,0.19763783,0.7755729
0.13145617,0.3258165,0.54272735
0.013717908,0.25968528,0.7265968
0.018793272,0.17467879,0.806528
0.12320736,0.47123295,0.40555975
0.024072,0.22075927,0.7551687
0.02577625,0.14852427,0.8256995
0.0037096099,0.026764268,0.9695262
0.0034896063,0.13333419,0.8631762
0.0018534836,0.022372702,0.97577375
0.35393426,0.4830891,0.16297661
0.052557223,0.3117064,0.6357364
0.39694366,0.47995597,0.123100355
0.0007008224,0.020415705,0.97888345
0.14899255,0.57581276,0.27519476
0.053726826,0.30235225,0.64392096
0.11139979,0.49455556,0.39404467
0.01185096,0.2266094,0.76153964
0.015926883,0.14593442,0.83813876
0.04633153,0.26062015,0.6930483
0.15771924,0.48060966,0.36167112
0.021281287,0.20004883,0.77866995
0.026937421,0.26948118,0.70358145
0.00022712685,0.0052042063,0.9945687
0.035273556,0.31275624,0.6519702
0.05139655,0.34252313,0.60608035
0.024846893,0.17989634,0.7952568
0.04662465,0.28516945,0.6682059
0.023297865,0.2052039,0.7714982
0.013136906,0.06760212,0.91926104
0.037164588,0.17024112,0.7925943
0.0027889581,0.009582616,0.98762846
0.114108,0.39216125,0.49373075
0.09859145,0.59763575,0.30377287
0.28457484,0.45331988,0.26210526
0.245548,0.6217558,0.1326962
0.053912777,0.52193147,0.42415574
0.046414692,0.4167705,0.53681487
0.07074887,0.36874548,0.5605056
0.12483671,0.5569173,0.31824592
0.08537282,0.48235184,0.43227527
0.20242289,0.3914733,0.40610385
0.016932726,0.1872761,0.79579115
0.10664784,0.5057916,0.38756055
0.28187156,0.5435001,0.17462833
0.13853228,0.4365268,0.42494085
0.008469717,0.15722233,0.83430797
0.17959648,0.49472463,0.3256789
0.0025944596,0.016019253,0.98138624
0.0018409488,0.02306478,0.97509426
0.00014213883,0.004313747,0.99554414
0.0024913538,0.031720534,0.9657882
0.0029315853,0.055950195,0.9411182
0.004634698,0.031526737,0.9638386
0.0066951835,0.09966516,0.8936397
0.0055174036,0.101310275,0.89317226
0.0028026814,0.031364813,0.96583253
0.083679855,0.2792614,0.63705873
0.0037947001,0.07520792,0.9209974
0.0017942977,0.02167296,0.97653276
0.10874831,0.5727349,0.3185168
0.1844754,0.4714748,0.3440498
0.18372823,0.50719184,0.30907997
0.01805118,0.2745552,0.7073936
0.0054211016,0.107903495,0.8866754
0.052180912,0.31198028,0.63583887
0.091634594,0.3953513,0.51301414
0.00020647992,0.0022840633,0.9975095
0.11667381,0.5733765,0.3099497
0.06889,0.2384127,0.6926973
0.02849125,0.23898998,0.7325188
0.24079563,0.46541473,0.29378963
0.010997129,0.11477552,0.87422734
0.02329253,0.2875394,0.6891681
0.0069160955,0.07169553,0.9213883
0.006381452,0.21536659,0.77825195
0.024700532,0.22392537,0.7513741
0.050256696,0.22986378,0.71987957
0.11993012,0.42454287,0.455527
0.003473049,0.028759755,0.9677672
0.004037079,0.12418742,0.87177545
0.08579185,0.4944352,0.41977298
0.23481041,0.4573612,0.30782846
0.061083436,0.5406204,0.39829618
0.011618321,0.19537306,0.7930086
0.16041686,0.4629499,0.37663317
0.0030854426,0.053238582,0.94367605
0.11227629,0.3931196,0.49460414
0.007601993,0.060169186,0.9322288
0.0024965708,0.032896247,0.9646072
0.2188781,0.43634877,0.34477314
0.0379525,0.23007046,0.73197705
0.036216915,0.46070597,0.50307715
0.014955427,0.072890304,0.9121543
0.0032799637,0.046075672,0.95064443
0.059822973,0.46862307,0.471554
0.0073240614,0.10240768,0.89026827
0.010378485,0.05452524,0.9350962
0.005290848,0.042370055,0.95233905
0.08611291,0.34183782,0.57204926
0.035920702,0.14934409,0.8147352
0.004479775,0.09671962,0.8988007
0.00065266876,0.016282128,0.9830651
0.042605463,0.33224225,0.62515223
0.43483493,0.4836293,0.08153582
0.0027862296,0.039609343,0.9576044
0.01218036,0.24619721,0.74162245
0.1099857,0.5472172,0.34279713
0.12668203,0.46291542,0.41040254
0.09896043,0.46153444,0.43950516
0.026495956,0.22944564,0.7440584
0.010404876,0.114843875,0.8747512
0.23299631,0.432464,0.33453968
0.007986616,0.0868938,0.90511966
0.21689624,0.56837434,0.21472946
0.10018596,0.54454285,0.3552712
0.0040142382,0.079722054,0.91626376
0.0037298573,0.046768762,0.94950134
0.06878914,0.18136886,0.749842
0.0010427048,0.016012028,0.98294526
0.0014743664,0.06763438,0.9308912
0.1869069,0.49575332,0.31733978
0.06487898,0.36475807,0.5703629
0.012138251,0.08391341,0.9039483
0.009877201,0.13170157,0.8584212
0.003673243,0.0139166275,0.9824102
0.051602416,0.24126543,0.7071321
0.05901899,0.4516281,0.48935297
0.081992626,0.3971202,0.52088714
0.009013422,0.16249959,0.828487
0.003792493,0.05299387,0.94321364
0.009397773,0.21739587,0.77320635
0.020795874,0.23030663,0.74889755
0.047707427,0.29828492,0.6540077
0.002163721,0.02879572,0.9690406
0.001869484,0.02881484,0.96931565
0.04702129,0.3288654,0.62411326
0.107096404,0.32693875,0.5659648
0.0067709046,0.035640866,0.95758826
0.20920533,0.46027228,0.33052233
0.006071523,0.043777082,0.9501514
0.0879583,0.2804263,0.6316154
0.0012643998,0.017770488,0.9809651
0.0024333885,0.027191885,0.9703747
0.019639159,0.18717839,0.79318243
0.0051828553,0.11396074,0.8808564
0.7159184,0.22802009,0.056061484
0.0001841622,0.0012571209,0.9985587
0.0028696915,0.003361073,0.9937692
0.020826625,0.16849473,0.8106786
0.05814422,0.40923166,0.5326241
0.061240286,0.3969433,0.54181635
0.2278671,0.50678086,0.26535207
0.093513906,0.5324663,0.37401983
0.031475507,0.3032684,0.6652561
0.10630843,0.5289377,0.36475387
0.0017935098,0.024254255,0.9739523
0.76053333,0.16829629,0.071170345
0.2014349,0.61457354,0.18399157
0.061431896,0.24657226,0.69199586
0.01365339,0.18025005,0.8060965
0.055133138,0.19433835,0.7505285
0.044402026,0.12510109,0.83049685
0.04274212,0.42484477,0.5324131
0.013806881,0.13216677,0.8540263
0.04993042,0.45431232,0.49575722
0.06550868,0.54865843,0.38583294
0.18169846,0.3243147,0.4939868
0.026285732,0.19815087,0.7755634
0.0030527296,0.019528517,0.9774187
0.08608838,0.48234817,0.43156338
0.05128975,0.29227972,0.65643054
0.0016699119,0.030754829,0.9675753
0.008730229,0.083864175,0.90740556
0.36705428,0.40668198,0.22626372
0.057486907,0.36111513,0.58139795
0.024057768,0.3089935,0.6669487
0.07686215,0.6087689,0.31436896
0.0026862302,0.030433549,0.9668802
0.0005365001,0.05062309,0.94884044
0.07418042,0.41421068,0.5116089
0.0048788274,0.10631976,0.8888014
0.003651619,0.06721863,0.9291298
0.006367895,0.23017557,0.76345646
0.29543754,0.54326606,0.16129644
0.022552056,0.17104201,0.80640596
0.060586315,0.37497628,0.56443745
0.036608476,0.2369733,0.72641826
0.051215947,0.3059966,0.64278746
0.04685752,0.35632125,0.59682125
0.3418349,0.45409566,0.2040695
0.010320962,0.06872569,0.9209534
0.011692396,0.06513857,0.923169
0.035458587,0.27165642,0.69288504
0.3674327,0.549861,0.0827063
0.14483248,0.4609808,0.39418676
0.11002284,0.35938218,0.53059494
0.11370552,0.5552375,0.331057
0.060137555,0.34152427,0.5983382
0.019450702,0.14470392,0.8358454
0.007865767,0.03638975,0.9557445
0.021775562,0.22173612,0.7564883
0.09931263,0.50799495,0.39269242
0.01594584,0.17686997,0.80718416
0.02257065,0.2069323,0.7704971
0.044024516,0.26662606,0.6893494
0.001022483,0.017412538,0.98156494
0.15551555,0.59320855,0.2512759
0.31848556,0.39048573,0.29102874
0.1342072,0.5205347,0.34525815
0.00063046423,0.010482746,0.9888868
0.03772867,0.23115599,0.73111534
0.008294866,0.2402861,0.75141907
0.045266934,0.41610906,0.538624
0.004559153,0.07897518,0.91646564
0.009434402,0.068702385,0.92186326
0.07334065,0.45397753,0.47268188
0.0036733602,0.07238452,0.9239421
0.0041018315,0.035825994,0.9600722
0.003667814,0.03597642,0.9603558
0.05306516,0.09244086,0.8544939
0.000284068,0.027937392,0.9717785
0.36922434,0.48414734,0.14662834
0.009287664,0.076503746,0.9142086
0.05296645,0.35936978,0.58766377
0.034941178,0.2532822,0.7117766
0.007788664,0.05983465,0.9323767
0.05564612,0.23198976,0.7123641
0.03435394,0.4369278,0.52871823
0.098858,0.39215395,0.508988
0.48329046,0.25201473,0.2646948
0.0812709,0.35651508,0.562214
0.009015511,0.06286027,0.92812425
0.06204819,0.17197289,0.765979
0.0008185227,0.03216833,0.9670132
0.25905633,0.45907873,0.281865
0.45237666,0.27763176,0.2699916
0.015858855,0.15380509,0.8303361
0.75583464,0.19653216,0.047633193
0.0008046111,0.012687587,0.9865078
0.09213829,0.5656691,0.34219256
0.14659692,0.36646643,0.48693663
0.026527986,0.16636792,0.80710405
0.118932396,0.34931055,0.531757
0.30831844,0.45133936,0.24034216
0.10182156,0.34795403,0.5502244
0.32599893,0.4709969,0.20300421
0.042778585,0.1489638,0.80825764
0.0004050255,0.008434757,0.9911602
0.00060779037,0.0054585575,0.9939336
0.12497886,0.386293,0.48872814
0.008621219,0.114390336,0.8769884
0.2284202,0.5263431,0.24523671
0.2593586,0.47115242,0.26948896
0.01099693,0.12479224,0.86421084
0.031482637,0.25106403,0.71745336
0.0009697599,0.013300994,0.9857292
0.024558589,0.27548558,0.6999558
0.020991312,0.05190373,0.92710495
0.1396092,0.62513566,0.2352551
0.025822133,0.2588862,0.7152917
0.09665727,0.5829101,0.32043257
0.0045115543,0.09549918,0.89998925
0.24629149,0.49824783,0.25546068
0.008707951,0.10504566,0.8862464
0.0016072277,0.030983169,0.9674096
0.0005436587,0.014241324,0.98521495
0.07370818,0.40631393,0.5199779
0.049407758,0.40586293,0.5447293
0.012328275,0.13090391,0.8567678
0.013630844,0.21506287,0.7713063
0.70353144,0.21383548,0.08263305
0.21035759,0.5087705,0.28087193
0.04596689,0.28512993,0.6689032
0.13238801,0.40784615,0.4597658
0.008612646,0.04522958,0.94615775
0.13068874,0.5473827,0.32192853
0.006880143,0.058354218,0.9347656
0.12404758,0.5207061,0.3552463
0.016479325,0.17811516,0.80540556
0.015560659,0.092936784,0.8915025
0.10337581,0.47822636,0.41839784
0.013795072,0.21326396,0.772941
0.13467728,0.50006443,0.36525834
0.118121594,0.64323854,0.23863986
0.019412344,0.11161577,0.8689719
0.021988919,0.3188984,0.6591127
0.033849902,0.22088116,0.74526894
0.3090265,0.33077168,0.36020184
0.0021065008,0.05731211,0.9405814
0.32788426,0.4307923,0.24132341
0.38369364,0.4994907,0.11681565
0.12952141,0.4219241,0.44855452
0.045292187,0.3695409,0.5851669
0.069752485,0.3960994,0.5341481
0.10505508,0.5210391,0.37390578
0.00073477376,0.026506515,0.9727587
0.17947555,0.51588094,0.30464354
0.49044415,0.2636288,0.24592698
0.0018890058,0.023688046,0.97442293
0.01594113,0.10607746,0.87798136
0.0020579766,0.06286158,0.93508047
